uniqueID,CategoryGroupName,CG_Parameter,C_Parameter,PLU,Description,Price,URL
392087,Educational Programs,EP,EDUEXTR,10160101,Educator Extravaganza,5,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=EP&C=EDUEXTR
499701,Annual Fellows Gathering,FELLOWS,FELLOWSD,10171004,Fellows Dinner,60,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=FELLOWS&C=FELLOWSD
512737,Girl Scout Programs,GSP,N101Brownie,10180115,Naturalist 101 - Girl Scout Chaperone,24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GSP&C=N101Brownie
512737,Girl Scout Programs,GSP,N101Brownie,10180116,Naturalist 101 - Girl Scout Brownie,24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GSP&C=N101Brownie
323021,Membership Renewals,MEMREN,RENEW,10120108,Teacher Membership Renewal,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=MEMREN&C=RENEW
543089,Little Naturalists,LittleNaturalists,littlenaturalistsGA,10130012,Little Naturalists - Child,7,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=LittleNaturalists&C=littlenaturalistsGA
543090,Little Naturalists,LittleNaturalists,littlenaturalistsMEM,10130011,Little Naturalists - Member Child,5,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=LittleNaturalists&C=littlenaturalistsMEM
690352,Donor Memberships,DONORMEMS,DONORS,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONORMEMS&C=DONORS
690352,Donor Memberships,DONORMEMS,DONORS,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONORMEMS&C=DONORS
690352,Donor Memberships,DONORMEMS,DONORS,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONORMEMS&C=DONORS
301910,Discover Science,DiscoverScience,toddlertreksmembers,10130009,Toddler Treks - Member Child,5,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DiscoverScience&C=toddlertreksmembers
10855,Web Donations,WEBDON,DONATIONSYE,10450005,Donation $150,150,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
10855,Web Donations,WEBDON,DONATIONSYE,10450007,Donation $500,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
10855,Web Donations,WEBDON,DONATIONSYE,10450008,Donation $1000,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
10855,Web Donations,WEBDON,DONATIONSYE,10450010,Donation $2500,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
10855,Web Donations,WEBDON,DONATIONSYE,10450011,Donation $5000,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
10855,Web Donations,WEBDON,DONATIONSYE,10450012,Donation $750,750,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
10855,Web Donations,WEBDON,DONATIONSYE,10250009,Open Price Donation,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONSYE
301909,Discover Science,DiscoverScience,toddlertreks,10130009,Toddler Treks - Member Child,5,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DiscoverScience&C=toddlertreks
309335,Workshops,TWS,TISSWORK1,10160941,Workshop Series Package - TISS Outdoor Learning,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=TISSWORK1
309353,Workshops,TWS,WORKSHOPSERIES1,10160953,Workshop Series Package - SF Outdoor Learning,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORKSHOPSERIES1
309353,Workshops,TWS,WORKSHOPSERIES1,10160964,Workshop Astronomy Kit Training SF (Single Session),15,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORKSHOPSERIES1
309335,Workshops,TWS,TISSWORK1,10160961,Workshop Astronomy Kit Training TISS (Single Session),0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=TISSWORK1
844133,Donation Requests,eRequest,DonateTix,10250102,Donation Request,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=eRequest&C=DonateTix
847649,Stellar Cosmic Kids,SCK,SCKGA,10130014,Stellar Cosmic Kids - Child,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SCK&C=SCKGA
847650,Stellar Cosmic Kids,SCK,SCKMEM,10130013,Stellar Cosmic Kids - Member Child,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SCK&C=SCKMEM
